datasetid;recordid;record_timestamp;titre;commune;auteur;code_insee;nombre_de_prets_2017
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;6f2d85df2f13f5cad403f8100cf9153e4ab5e432;2018-07-11T14:46:04+02:00;Roméo + Juliette;Cesson-Sévigné;Luhrmann Baz;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ca91b45ea29709b9548adeac9d984b7152648606;2018-07-11T14:46:04+02:00;Même la pluie;Cesson-Sévigné;Bollain Iciar;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f114f7de86ed46c39e0d3b8a9b3e02b23ef06744;2018-07-11T14:46:04+02:00;O'Brother;Cesson-Sévigné;Coen Joel;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;1e551a7a86e1ae1162441b3456ec17e70c7e0ae8;2018-07-11T14:46:04+02:00;House of cards : saison 3;Cesson-Sévigné;Coles John David;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;bcf439860f6495609572c827d0777f1589284ce7;2018-07-11T14:46:04+02:00;le Bal des actrices;Cesson-Sévigné;Le Besco Maïwenn;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9d8a563c34980c797f2ebc51778454825eaa90f1;2018-07-11T14:46:04+02:00;Le complexe du castor;Cesson-Sévigné;Foster Jodie;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;94a6eef2e997e3f46aa141f052f759a5ec60c754;2018-07-11T14:46:04+02:00;The Social network;Cesson-Sévigné;Fincher David;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ef2c77b53386fbbfabe9c5a9285808b64d02b020;2018-07-11T14:46:04+02:00;La Lettre écarlate;Cesson-Sévigné;Wenders Wim;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;636e2e0940960ddc77c17c183335f332f9f0e12b;2018-07-11T14:46:04+02:00;Shutter Island;Cesson-Sévigné;Scorsese Martin;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c9f2b65ac0309d05e4d8fa1a4d4b898acd36a4f0;2018-07-11T14:46:04+02:00;The Housemaid;Cesson-Sévigné;Im Sang-soo;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3c2ab92c9876c68a38d4fd44e594de8df4552c19;2018-07-11T14:46:04+02:00;Aprile;Cesson-Sévigné;Moretti Nanni;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;615ccbf271fa00343bbdc10e3bb800028b1cfd8d;2018-07-11T14:46:04+02:00;Sugar Man;Cesson-Sévigné;Rodriguez;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3a254bc1467b4d254b5f631aa6821dace094fa4e;2018-07-11T14:46:04+02:00;Le bossu;Cesson-Sévigné;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ab6f388cef1e89a736bd19041941e72a412c320c;2018-07-11T14:46:04+02:00;J'me sens pas belle;Cesson-Sévigné;Jeanjean Bernard;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9a9c370cec6ee4355152f3332c8f9ab9c9cacc63;2018-07-11T14:46:04+02:00;Le nom des gens;Cesson-Sévigné;Leclerc Michel;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c22e5d27ac217cfb598c487bb46261b6ba4d1677;2018-07-11T14:46:04+02:00;Super 8;Cesson-Sévigné;Abrams Jeffrey Jacob;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;951ab46cf42d9523de7546fa1e64243f1ba538db;2018-07-11T14:46:04+02:00;C.R.A.Z.Y.;Cesson-Sévigné;Vallée Jean-Marc;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;03d6827e39264122b73c721e6fe19914ba22fdd5;2018-07-11T14:46:04+02:00;Billy Elliot;Cesson-Sévigné;Daldry Stephen;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ab55d484ed3c34b34008946d168c719b61b195bf;2018-07-11T14:46:04+02:00;Maman a tort;Cesson-Sévigné;Fitoussi Marc;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;b09803c02ec859ecd6f8b60bab92cecebecde40b;2018-07-11T14:46:04+02:00;Darling;Cesson-Sévigné;Carriere Christine;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3a105d7d689323b16110685eadc3b9b9f90a608d;2018-07-11T14:46:04+02:00;J. Edgar;Cesson-Sévigné;Eastwood Clint;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;581aaf985fc0331cd07d328e1f56bc3d63e3bd91;2018-07-11T14:46:04+02:00;Divines;Cesson-Sévigné;Benyamina Houda;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f0c4895da674335675d853cfc45ca0dd97459e5f;2018-07-11T14:46:04+02:00;Torpédo;Cesson-Sévigné;Donck Matthieu;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e94cdbb58ef57bc48fbc50db3d49e7eecea487b0;2018-07-11T14:46:04+02:00;Le crime de l'hôtel Saint-Florentin;Cesson-Sévigné;Berenger Philippe;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;167f856b69287ee27e01758275dbd70b2212ee36;2018-07-11T14:46:04+02:00;L' autre monde;Cesson-Sévigné;Marchand Gilles;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;1fdaacfda6a4187176bcca4261791e52ff49814f;2018-07-11T14:46:04+02:00;Taxi driver;Cesson-Sévigné;Scorsese Martin;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;5f25f91b0c85e5a03048c0ff5c77e5dfb888bef8;2018-07-11T14:46:04+02:00;Brooklyn Village;Cesson-Sévigné;Sachs Ira;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;51e4ab16aae0691741b3ae6646d4859f8b49c669;2018-07-11T14:46:04+02:00;Game of thrones, Le trône de fer, Saison 4 : tout homme doit mourir;Cesson-Sévigné;Graves Alex;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;b1823bd827a22be1b40be47810b06954159befa8;2018-07-11T14:46:04+02:00;Les Sentiers de la gloire;Cesson-Sévigné;Kubrick Stanley;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7d3a2cf5e5facfdd38d838851278e4759e10288e;2018-07-11T14:46:04+02:00;Monty Python, sacré Graal;Cesson-Sévigné;Gilliam Terry;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;423bf7ff14b35b0359f77a62bc62b384a6d34d85;2018-07-11T14:46:04+02:00;House of cards : saison 1;Cesson-Sévigné;Fincher David;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;08c49268c64dcc8086357e6a8e2db24f74a0bb3e;2018-07-11T14:46:04+02:00;Les Chats persans;Cesson-Sévigné;Ghobadi Bahman;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;5b602b8d29a6282448fa140248d4a9234bf8b197;2018-07-11T14:46:04+02:00;La Soupe aux choux;Cesson-Sévigné;Girault Jean;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f4378c39ace420b74a2df77e68864f6c461c5774;2018-07-11T14:46:04+02:00;la Ligne rouge;Cesson-Sévigné;Malick Terrence;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e843caa2754f599ebf972806d5ac3b9b29fd96b4;2018-07-11T14:46:04+02:00;Anomalisa;Cesson-Sévigné;Kaufman Charlie;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;07a389f6fbf83b9132ad3ba21c5e3280083d0556;2018-07-11T14:46:04+02:00;La proie;Cesson-Sévigné;Valette Eric;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e2a2ed2dc2f7f97739f679e0d6e81d7016ed5d2d;2018-07-11T14:46:04+02:00;Coeurs;Cesson-Sévigné;Resnais Alain;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;a7d3a0e41a3ef9f3011e600ad785c1c4d33c717d;2018-07-11T14:46:04+02:00;Le Grand blond avec une chaussure noire;Cesson-Sévigné;Robert Yves;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;ed0c7ed1df7e62708a39deacc6d65424c4f1fb11;2018-07-11T14:46:04+02:00;Loin de la foule déchaînée;Cesson-Sévigné;Vinterberg Thomas;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;cc75dcba9eea5baf79d04efec67a6266a514a7e2;2018-07-11T14:46:04+02:00;Le temps de l'aventure;Cesson-Sévigné;Bonnell Jérôme;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;446543775e5ca825022a44b8c3e5a8bd9e751024;2018-07-11T14:46:04+02:00;La loi de la jungle;Cesson-Sévigné;Peretjatko Antonin;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;4fc8b2dbd3f171ff323aa9fa88eb8a3c7e86c59f;2018-07-11T14:46:04+02:00;Good morning England;Cesson-Sévigné;Curtis Richard;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;93af3a3771d7065b51dfea4a5aa3dc61283bfdf5;2018-07-11T14:46:04+02:00;Rendez-vous à Kiruna;Cesson-Sévigné;Novion Anna;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c9543b3b19a7751d112185d1b1d21971f248c52f;2018-07-11T14:46:04+02:00;Sherlock : saison 1;Cesson-Sévigné;McGuigan Paul;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;64aa18112bfc28b7fc847eb59a29becacef96c23;2018-07-11T14:46:04+02:00;Orgueil et préjugés;Cesson-Sévigné;Wright Joe;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;71652a78fdf95a1841bd98ae7071aaf3f3f62ec8;2018-07-11T14:46:04+02:00;D'une vie à l'autre;Cesson-Sévigné;Maas Georg;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;37949c107ea0d76d18edc7b216a1b520ec0f0356;2018-07-11T14:46:04+02:00;Toni Erdmann;Cesson-Sévigné;Ade Maren;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;a677518c294bd0566b9a3552d62d4ffedd765c79;2018-07-11T14:46:04+02:00;Ivre de femmes et de peinture;Cesson-Sévigné;Im Kwon-taek;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c9a3c9a0b6ae0ce75b296082068aa6a74681c645;2018-07-11T14:46:04+02:00;La Fille sur le pont;Cesson-Sévigné;Leconte Patrice;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;0c3531abd1a7a8a75e106ed876909fb43856bde5;2018-07-11T14:46:04+02:00;Les petites fleurs rouges;Cesson-Sévigné;Zhang Yuan;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;bbfcccbebc466d5fe9f7d66e230cd5a94490f012;2018-07-11T14:46:04+02:00;Jimmy Rivière;Cesson-Sévigné;Lussi-modeste Teddy;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f42d4068cf0ad6402c64546f0131c8b5671f4d88;2018-07-11T14:46:04+02:00;La saison des femmes;Cesson-Sévigné;Yadav Leena;35051.0;20.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7e79fcfb7659066462d8127781aa8d133887c9dc;2018-07-11T14:46:04+02:00;Listen up Philip;Cesson-Sévigné;Perry Alex Ross;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c8d5bb5c4966e80178006a37155718322cb9932b;2018-07-11T14:46:04+02:00;Laurence Anyways;Cesson-Sévigné;Dolan Xavier;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7cde87d8d2076022a116370ad3bb5a5532d236ae;2018-07-11T14:46:04+02:00;le Capitan;Cesson-Sévigné;Hunebelle André;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;57da0bd94115c9694d34a72bd070c8b776ed408c;2018-07-11T14:46:04+02:00;La vie est un long fleuve tranquille;Cesson-Sévigné;Chatiliez Etienne;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3d747b581868bb72bab9de9ae98f30c42c3359fe;2018-07-11T14:46:04+02:00;Les Drôles de poissons-chats;Cesson-Sévigné;Sainte-Luce Claudia;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;d3e6b2ab83314939e95cf9f7635e397a8d499717;2018-07-11T14:46:04+02:00;The Killer Inside Me;Cesson-Sévigné;Winterbottom Michael;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;cc38832ba9e9e02ac5a79be19451417c6e3e4b6c;2018-07-11T14:46:04+02:00;Tout ce qui brille;Cesson-Sévigné;Nakache Géraldine;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;68a81b0fd2b69dbbf40c846fa62b372018829000;2018-07-11T14:46:04+02:00;Le Sel de la mer;Cesson-Sévigné;Jacir Annemarie;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;84a4f7207ae5d873352944ee34478e9b18acd6d8;2018-07-11T14:46:04+02:00;Top of the Lake;Cesson-Sévigné;Campion Jane;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f2b465251a460dacb686014bd96cc9f1d04eb813;2018-07-11T14:46:04+02:00;Arizona dream;Cesson-Sévigné;Kusturica Emir;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;4da8ab73b62971b8e0786729d8b9b4d2bdd65db1;2018-07-11T14:46:04+02:00;Melancholia;Cesson-Sévigné;Trier Lars von;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;f43edbbb9d2c4d5c94dba6b0b8a7ff84c491cd20;2018-07-11T14:46:04+02:00;Brooklyn;Cesson-Sévigné;Tessaud Pascal;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;20aec2a9dbf6561266ff05e2f488bbd2d938a63c;2018-07-11T14:46:04+02:00;A single man;Cesson-Sévigné;Ford Tom;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;b5d3b7b8e6e16422f6166183d31e70ab1279d1cf;2018-07-11T14:46:04+02:00;Le Bon, la brute et le truand;Cesson-Sévigné;Leone Sergio;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e06e186c28835b18891ea728bff6e55d0141916d;2018-07-11T14:46:04+02:00;Monty python, La vie de Brian;Cesson-Sévigné;Jones Terry;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;15d261ccb7a214c5e3f9a86c5e9b2470e013b7f2;2018-07-11T14:46:04+02:00;Mimosas : la voie de l'Atlas;Cesson-Sévigné;Laxe Olivier;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;d2b63d6b042f8139fc6ba3eb3cab772ee5509825;2018-07-11T14:46:04+02:00;Le Premier qui l'a dit;Cesson-Sévigné;Ozpetek Ferzan;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;8401d2138783b4123ba8578362d3af6435c9bf9f;2018-07-11T14:46:04+02:00;Le Fantôme de l'Opéra;Cesson-Sévigné;Julian Rupert;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;cee8ccca4731067ff290b7af92c0e4f79d79fafb;2018-07-11T14:46:04+02:00;Just Another Love Story;Cesson-Sévigné;Bornedal Ole;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;46d331ea398a2b914ecf00d521cd12056b2af5a6;2018-07-11T14:46:04+02:00;Django Unchained;Cesson-Sévigné;Tarantino Quentin;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;475acd486cf0484551e9994c3c5a677f431e0a56;2018-07-11T14:46:04+02:00;Le rêve italien;Cesson-Sévigné;Placido Michele;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;1f2e91a7a14a8d0478915c99b632cbb64545571d;2018-07-11T14:46:04+02:00;Jar city;Cesson-Sévigné;Kormakur Baltasar;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7f5f1425cd8129ab5306e142f539a07355d81d15;2018-07-11T14:46:04+02:00;Danton;Cesson-Sévigné;Wajda Andrzej;35051.0;5.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9f471942a29ca8aa2bf772367f886eeb8eb5514b;2018-07-11T14:46:04+02:00;Un long dimanche de fiançailles;Cesson-Sévigné;Jeunet Jean-Pierre;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;aecbe323ae13c66a4034e5a814688d175833880a;2018-07-11T14:46:04+02:00;les Vacances de Monsieur Hulot;Cesson-Sévigné;Tati Jacques;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;d4f224669ed42e8d905b6107175869dce46d2df9;2018-07-11T14:46:04+02:00;Le Silence de Lorna;Cesson-Sévigné;Dardenne Jean-Pierre;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;a9545f5b78a14dbaf81e8c9cef7ff0fe8507edf6;2018-07-11T14:46:04+02:00;Le Dahlia noir;Cesson-Sévigné;De Palma Brian;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;4ccd7a9cd7e9220854c3be11aae874ac3ca0d515;2018-07-11T14:46:04+02:00;Epitafios, vol. 1;Cesson-Sévigné;Lecchi Alberto;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c07a5eb81d3739e4a155238e2b1e2bb0504965b0;2018-07-11T14:46:04+02:00;Animal factory;Cesson-Sévigné;Buscemi Steve;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;26cd73ab0f4318c20bebdd726a89787d6c73b8e9;2018-07-11T14:46:04+02:00;Mammuth;Cesson-Sévigné;Delépine Benoît;35051.0;4.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3b0e80b5934df3ca6d90e16eba8b00a0e017f05c;2018-07-11T14:46:04+02:00;Breathless;Cesson-Sévigné;Yang Ik-june;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c8fb85e2a2e349f2bd2a1913892238d096c9b1c0;2018-07-11T14:46:04+02:00;Chicago;Cesson-Sévigné;Marshall Rob;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3bc85816e2743d165664fa7755bfb34643325f5f;2018-07-11T14:46:04+02:00;Le bal;Cesson-Sévigné;Scola Ettore;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;645579565f10f000c75bab459839ae7bfdd86574;2018-07-11T14:46:04+02:00;L' Odeur de la papaye verte;Cesson-Sévigné;Tran Anh Hung;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;85313c95d89c62c07b241d94585425e13dc409e3;2018-07-11T14:46:04+02:00;Le Labyrinthe de Pan;Cesson-Sévigné;Toro Guillermo del;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9ad62cd85c060804db524b9c0d11c5ba954dfcf2;2018-07-11T14:46:04+02:00;La Légende de Zorro;Cesson-Sévigné;Campbell Martin;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;1f4aa7a6c7e67eccef8d800c96ef8529e5360f77;2018-07-11T14:46:04+02:00;Wallander : saison 1;Cesson-Sévigné;MacCormick Niall;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;8a5518f3d9f6b0b04a39c3625be5d738272fb06e;2018-07-11T14:46:04+02:00;L' Aile ou la cuisse;Cesson-Sévigné;Zidi Claude;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9273b2d2b15ca6554a1bf49a58232ba664af1780;2018-07-11T14:46:04+02:00;Vénus noire;Cesson-Sévigné;Kechiche Abdellatif;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;d576d16f2779babe83dc7fadc2e91da2f9183332;2018-07-11T14:46:04+02:00;L' air de rien;Cesson-Sévigné;Magne Grégory;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;353b332970adbd74f438fc4aeb8c624502a3998c;2018-07-11T14:46:04+02:00;La Pianiste;Cesson-Sévigné;Haneke Michael;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;84e2d6555becfcaf51b765db2c9b2174af17b74b;2018-07-11T14:46:04+02:00;The American;Cesson-Sévigné;Corbijn Anton;35051.0;8.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;c8d386f70653389b9c5d190ad028a556769cee0c;2018-07-11T14:46:04+02:00;38 témoins;Cesson-Sévigné;Belvaux Lucas;35051.0;9.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e339a6bf00a34df38901fc5678881a733a28ebc8;2018-07-11T14:46:04+02:00;Alice n'est plus ici;Cesson-Sévigné;Scorsese Martin;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3fed12640a5541f28b8a51a5d29d67ec59c81b63;2018-07-11T14:46:04+02:00;Retour chez ma mère;Cesson-Sévigné;Lavaine Eric;35051.0;21.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;30569db92e87c9f86740435680bd471c361cfcb6;2018-07-11T14:46:04+02:00;Forrest Gump;Cesson-Sévigné;Zemeckis Robert;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;18d18f8856972d5c4cc1447ec5de0755b1667f2b;2018-07-11T14:46:04+02:00;Nous trois ou rien;Cesson-Sévigné;Kheiron;35051.0;21.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3d0e9ff8ca0bf767262fa42c2d42615a0545f030;2018-07-11T14:46:04+02:00;L' Anguille;Cesson-Sévigné;Imamura Shohei;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;3512ffd34440d150579ff3fc0d0e26b4612986da;2018-07-11T14:46:04+02:00;Buffalo '66;Cesson-Sévigné;Gallo Vincent;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9c6487f1b77ac6e848f179566998d8ab7755f422;2018-07-11T14:46:04+02:00;La Frappe;Cesson-Sévigné;Yoon Sung-hyun;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;0176a9aa20ddb08c8ce1433ec6ff166d5135f330;2018-07-11T14:46:04+02:00;Ex_ machina;Cesson-Sévigné;Garland Alex;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;a2e40e3c5d082e267c414b7c61022044862d2125;2018-07-11T14:46:04+02:00;Carnage;Cesson-Sévigné;Polanski Roman;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;d580fd68e082f5c8848327395f05a01831624311;2018-07-11T14:46:04+02:00;Riff Raff;Cesson-Sévigné;Loach Ken;35051.0;3.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;10be49dcd40be01df35db333044a0decb7eac620;2018-07-11T14:46:04+02:00;Naissance des pieuvres;Cesson-Sévigné;Sciamma Céline;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;deca8a20f52af03697d010a859fd83219d6949ee;2018-07-11T14:46:04+02:00;Mon oncle d'Amérique;Cesson-Sévigné;Resnais Alain;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;78c5b3c6ab060238a75995c4f82dcb85a9f1b8a8;2018-07-11T14:46:04+02:00;Orange mécanique;Cesson-Sévigné;Kubrick Stanley;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;54b15bba37c841f7d91eb0d6c7012f23d9e9bfe4;2018-07-11T14:46:04+02:00;Portrait de femme;Cesson-Sévigné;Campion Jane;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;1d5cadb22a2e65749d7dedab684e047e280f9bed;2018-07-11T14:46:04+02:00;Vent mauvais;Cesson-Sévigné;Allagnon Stéphane;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;cb42be55e10f5c09dde785c96fe4e68afb9ddb47;2018-07-11T14:46:04+02:00;Le Petit fugitif;Cesson-Sévigné;Ashley Ray;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;8b79374587adc6bdccc720768790cd258297572d;2018-07-11T14:46:04+02:00;Hors les murs;Cesson-Sévigné;Lambert David;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;e70c344e4d359df7e16161871d5ea104c3af76da;2018-07-11T14:46:04+02:00;Elle;Cesson-Sévigné;Verhoeven Paul;35051.0;20.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;6ac6c0ff659622c9439b74b7173c61e207dcf4d7;2018-07-11T14:46:04+02:00;Cabaret;Cesson-Sévigné;Fosse Bob;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;5d7980d36ffd79b5637fa7d4932fff93f7c96af0;2018-07-11T14:46:04+02:00;Yom Yom;Cesson-Sévigné;Gitai Amos;35051.0;2.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;7acbbf6f47ce483955f515f28d8ebf982edd50b6;2018-07-11T14:46:04+02:00;Grand Budapest hotel (The);Cesson-Sévigné;Anderson Wes;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;552adc3fde69571aa9659480e55d389af3132a70;2018-07-11T14:46:04+02:00;Alabama Monroe;Cesson-Sévigné;Groeningen Felix van;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;20431a756ffb332e903505254f45277c94efd774;2018-07-11T14:46:04+02:00;Blue Jasmine;Cesson-Sévigné;Allen Woody;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;45d4311f4fea83b1ebbad559791724dff96b1a24;2018-07-11T14:46:04+02:00;Selma;Cesson-Sévigné;DuVernay Ava;35051.0;14.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;a78c6f8628bc1ae4fee3e679d84196d8bdbf2c61;2018-07-11T14:46:04+02:00;No land's song : en Iran, leur voix est interdite, mais elles se lèvent et chantent!;Cesson-Sévigné;Najafi Ayat;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;323758b85531fda6c9bfd1ce4db99dd088bf9790;2018-07-11T14:46:04+02:00;La Graine et le mulet;Cesson-Sévigné;Kechiche Abdellatif;35051.0;6.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;99a615f36bf64d9120c2b67279e956538cfa9024;2018-07-11T14:46:04+02:00;Fais de beaux rêves;Cesson-Sévigné;Bellocchio Marco;35051.0;7.0
statistiques-de-prets-de-dvd-en-2017-cesson-sevigne;9e4da637b14c64b44e16574710a1bc73dee5e0e6;2018-07-11T14:46:04+02:00;Le règne de la beauté;Cesson-Sévigné;Arcand Denys;35051.0;6.0
